203.7162162;0.000315457
564.527027;0.000315457
571.620023;0.000709779
577.6947097;0.002287066
580.7256586;0.004652997
582.743094;0.007018927
585.7676486;0.010962145
587.7786896;0.014905363
589.7897306;0.01884858
591.7935779;0.024566246
592.7799152;0.031269716
594.771773;0.039944795
595.7477193;0.049211356
597.2296232;0.058675079
598.6755584;0.077011041
600.1143;0.097121451
601.5490451;0.118217666
603.5233183;0.131230284
605.0020249;0.14148265
607.0050729;0.147397476
608.5085578;0.151537855
611.534711;0.155086751
616.0843316;0.157847003
622.6761659;0.156861199
626.7430088;0.153706625
629.7995353;0.149763407
632.3533016;0.144834385
634.9134624;0.138328076
637.4808168;0.130047319
640.0521677;0.120780757
642.1103675;0.113091483
645.1956689;0.102050473
648.2753751;0.09238959
651.3494863;0.084108833
654.419601;0.07681388
658.0012682;0.068335962
661.5733438;0.062223975
664.6378634;0.056309148
668.7134986;0.050985804
671.7716238;0.046648265
675.8440617;0.042113565
680.4248551;0.037184543
685.0032505;0.032847003
691.1043141;0.027917981
699.2340033;0.022594637
708.3756075;0.017665615
715.4829909;0.014511041
721.5736636;0.01214511
726.6492241;0.010173502
734.2585685;0.008201893
742.883025;0.005835962
750.9975275;0.004258675
758.0961186;0.003272871
768.2368488;0.001892744
779.3886947;0.001104101
791.5540541;0.000315457
895.9459459;0.000315457
