1,4639196536310097; 9,933480630470913e-12
2,3680138407336746; 7,969833992506253e-12
2,9981081199711035; 7,067655335016343e-12
4,388989400536417; 5,9417317850428166e-12
6,196097264987059; 5,0622993882269435e-12
9,578131343805499; 4,143728614092715e-12
14,941157246416621; 3,3468610409051657e-12
24,388894678041073; 2,667392689200096e-12
47,30171066733293; 1,962246771412326e-12
86,87928861268468; 1,4727056128541997e-12
138,00711521169166; 1,1815817326180997e-12
193,06977288832496; 1,013437805916467e-12
223,23817986214766; 9,607462448181161e-13
260,47350064700333; 9,230333469321154e-13
312,3066852015215; 8,750421749906794e-13
374,45446611378645; 8,351012436296199e-13
457,1918944268605; 8,023203838600962e-13
553,1681197617227; 7,916819159263018e-13
675,3931478909278; 7,759881199849599e-13
886,7133584819845; 7,656988080124188e-13
1688,831057012037; 7,70826295934617e-13
4459,242430132805; 7,70826295934617e-13
9909,668195810038; 7,759881199849599e-13
